KNN_Weight,RMSE,R2
0.0,5.600333333155923,0.938638047724732
0.01,5.562268830174305,0.9394693462777473
0.02,5.524537352186421,0.9402877765543907
0.03,5.4871457691754735,0.9410933385546623
0.04,5.450101076912304,0.9418860322785622
0.05,5.413410396861117,0.9426658577260902
0.06,5.377080975866965,0.9434328148972466
0.07,5.341120185608995,0.9441869037920311
0.08,5.305535521802892,0.9449281244104439
0.09,5.270334603135532,0.9456564767524849
0.1,5.235525169914308,0.9463719608181541
0.11,5.201115082413362,0.9470745766074515
0.12,5.1671123188984645,0.9477643241203771
0.13,5.13352497331218,0.948441203356931
0.14,5.10036125260068,0.9491052143171131
0.15,5.067629473663596,0.9497563570009234
0.16,5.035338059908249,0.950394631408362
0.17,5.003495537389855,0.9510200375394288
0.18,4.972110530519493,0.9516325753941237
0.19,4.941191757322165,0.952232244972447
0.2,4.910748024227795,0.9528190462743984
0.21,4.880788220378846,0.953392979299978
0.22,4.851321311439145,0.9539540440491859
0.23,4.822356332889698,0.954502240522022
0.24,4.793902382798605,0.9550375687184863
0.25,4.765968614053803,0.9555600286385789
0.26,4.738564226049147,0.9560696202822996
0.27,4.711698455816392,0.9565663436496487
0.28,4.685380568597969,0.9570501987406258
0.29,4.659619847857902,0.9575211855552312
0.3,4.634425584731099,0.9579793040934649
0.31,4.6098070669141995,0.9584245543553268
0.32,4.585773567004484,0.9588569363408169
0.33,4.562334330296825,0.9592764500499352
0.34,4.539498562052416,0.9596830954826817
0.35000000000000003,4.517275414256911,0.9600768726390565
0.36,4.495673971889749,0.9604577815190595
0.37,4.474703238730697,0.9608258221226907
0.38,4.454372122734027,0.9611809944499502
0.39,4.4346894210052765,0.9615232985008378
0.4,4.415663804420034,0.9618527342753537
0.41000000000000003,4.397303801928782,0.9621693017734978
0.42,4.37961778459633,0.9624730009952701
0.43,4.362613949428784,0.9627638319406706
0.44,4.346300303045314,0.9630417946096994
0.45,4.330684645255988,0.9633068890023564
0.46,4.315774552610829,0.9635591151186417
0.47000000000000003,4.301577361988674,0.963798472958555
0.48,4.2881001542975525,0.9640249625220967
0.49,4.275349738360942,0.9642385838092666
0.5,4.263332635066407,0.9644393368200647
0.51,4.252055061854748,0.964627221554491
0.52,4.241522917628752,0.9648022380125456
0.53,4.231741768160989,0.9649643861942283
0.54,4.222716832079754,0.9651136660995393
0.55,4.214452967511213,0.9652500777284785
0.56,4.206954659453972,0.965373621081046
0.5700000000000001,4.2002260079598015,0.9654842961572416
0.58,4.194270717190938,0.9655821029570655
0.59,4.189092085420404,0.9656670414805176
0.6,4.18469299603703,0.965739111727598
0.61,4.181075909611531,0.9657983136983065
0.62,4.178242857073944,0.9658446473926432
0.63,4.176195434046161,0.9658781128106082
0.64,4.1749347963662355,0.9658987099522015
0.65,4.174461656833631,0.9659064388174229
0.66,4.174776283196719,0.9659012994062726
0.67,4.175878497395782,0.9658832917187504
0.68,4.1777676760665035,0.9658524157548566
0.6900000000000001,4.180442752300623,0.9658086715145908
0.7000000000000001,4.1839022186521655,0.9657520589979535
0.71,4.188144131369554,0.9656825782049442
0.72,4.193166115825961,0.9656002291355632
0.73,4.198965373112732,0.9655050117898104
0.74,4.205538687753512,0.9653969261676858
0.75,4.21288243649005,0.9652759722691895
0.76,4.2209925980845036,0.9651421500943214
0.77,4.229864764077572,0.9649954596430815
0.78,4.239494150436922,0.9648359009154698
0.79,4.2498756100262245,0.9646634739114863
0.8,4.261003645821684,0.9644781786311312
0.81,4.272872424800278,0.9642800150744041
0.8200000000000001,4.285475792421953,0.9640689832413053
0.8300000000000001,4.298807287626829,0.9638450831318348
0.84,4.3128601582680055,0.9636083147459924
0.85,4.327627376900711,0.9633586780837783
0.86,4.3431016568494645,0.9630961731451925
0.87,4.35927546847634,0.9628207999302347
0.88,4.376141055575527,0.9625325584389053
0.89,4.3936904518218824,0.962231448671204
0.9,4.411915497204235,0.9619174706271311
0.91,4.430807854377576,0.9615906243066863
0.92,4.450359024872058,0.9612509097098697
0.93,4.470560365100705,0.9608983268366814
0.9400000000000001,4.491403102112028,0.9605328756871213
0.9500000000000001,4.512878349038091,0.9601545562611894
0.96,4.53497712019311,0.9597633685588858
0.97,4.557690345782198,0.9593593125802102
0.98,4.581008886184409,0.9589423883251631
0.99,4.604923545778781,0.958512595793744
1.0,4.629425086286432,0.9580699349859533
