Model,Mean_RMSE,Std_RMSE
KNN,7.74985610343972,3.1348513679833068
ExtraTrees,9.230034528835526,2.4018952611696105
RandomForest,9.751880645819744,2.3534272797663367
XGBoost,12.618289498792384,1.7710354388908023
LightGBM,13.183468672768413,1.6804045611962641
GradientBoosting,15.288148896112082,1.3740521342479095
SVR,17.041057883436103,0.9627690020740624
Ridge,17.48638316442145,0.5942074336673502
LinearRegression,17.486432823517067,0.5942245949058879
Lasso,17.581399217727668,0.5659503860312001
