KNN_Weight,RMSE,R2
0.0,3.1426714884906293,0.9282776870383188
0.01,3.1227168624426973,0.929185607710219
0.02,3.102943859954144,0.9300795600925379
0.03,3.083355975183758,0.9309595441852754
0.04,3.0639567585079823,0.9318255599884314
0.05,3.04474981614963,0.9326776075020061
0.06,3.025738809697686,0.9335156867259994
0.07,3.0069274555115952,0.9343397976604113
0.08,2.9883195240032823,0.9351499403052418
0.09,2.9699188387900555,0.9359461146604909
0.1,2.9517292757114504,0.9367283207261586
0.11,2.9337547617030157,0.937496558502245
0.12,2.915999273520022,0.9382508279887499
0.13,2.8984668363040784,0.9389911291856734
0.14,2.881161521985699,0.9397174620930155
0.15,2.864087447515951,0.9404298267107764
0.16,2.8472487729204516,0.9411282230389557
0.17,2.8306496991692036,0.9418126510775536
0.18,2.8142944658559608,0.9424831108265702
0.19,2.7981873486811737,0.9431396022860054
0.2,2.7823326567329016,0.9437821254558592
0.21,2.7667347295605444,0.9444106803361315
0.22,2.751397934036742,0.9450252669268225
0.23,2.736326661003388,0.9456258852279321
0.24,2.7215253216983575,0.9462125352394604
0.25,2.706998343960308,0.9467852169614072
0.26,2.6927501682097152,0.9473439303937726
0.27,2.6787852432052395,0.9478886755365566
0.28,2.665108021575478,0.9484194523897592
0.29,2.6517229551272634,0.9489362609533805
0.3,2.6386344899327905,0.9494391012274204
0.31,2.625847061199107,0.9499279732118788
0.32,2.6133650879248003,0.9504028769067558
0.33,2.6011929673500798,0.9508638123120515
0.34,2.58933506920791,0.9513107794277658
0.35000000000000003,2.577795729785324,0.9517437782538987
0.36,2.566579245805605,0.9521628087904501
0.37,2.555689868143588,0.9525678710374202
0.38,2.5451317953879355,0.9529589649948089
0.39,2.534909167265869,0.9533360906626163
0.4,2.525026057947436,0.9536992480408422
0.41000000000000003,2.515486469247986,0.9540484371294866
0.42,2.5062943237490938,0.9543836579285498
0.43,2.497453457859678,0.9547049104380315
0.44,2.488967614840478,0.9550121946579319
0.45,2.4808404378164335,0.9553055105882508
0.46,2.4730754628027167,0.9555848582289883
0.47000000000000003,2.4656761117712946,0.9558502375801445
0.48,2.458645685785867,0.9561016486417192
0.49,2.451987358233806,0.9563390914137126
0.5,2.445704168184379,0.9565625658961245
0.51,2.439799013902906,0.9567720720889552
0.52,2.4342746465507634,0.9569676099922043
0.53,2.4291336641010917,0.9571491796058721
0.54,2.4243785054998424,0.9573167809299585
0.55,2.420011445101284,0.9574704139644635
0.56,2.4160345874063682,0.9576100787093872
0.5700000000000001,2.4124498621313606,0.9577357751647294
0.58,2.4092590196329,0.9578475033304902
0.59,2.4064636267141966,0.9579452632066696
0.6,2.4040650628353446,0.9580290547932677
0.61,2.402064516748806,0.9580988780902843
0.62,2.4004629835789895,0.9581547330977196
0.63,2.3992612623625034,0.9581966198155735
0.64,2.3984599540631875,0.9582245382438459
0.65,2.398059460073365,0.958238488382537
0.66,2.3980599812100274,0.9582384702316467
0.67,2.398461517211776,0.9582244837911749
0.68,2.3992638667394823,0.9581965290611218
0.6900000000000001,2.400466627880645,0.9581546060414873
0.7000000000000001,2.4020691991545036,0.9580987147322714
0.71,2.404070781012061,0.9580288551334741
0.72,2.4064703778223056,0.9579450272450954
0.73,2.409266800333167,0.9578472310671353
0.74,2.412458668593124,0.9577354665995939
0.75,2.416044415316842,0.957609733842471
0.76,2.420022289675943,0.9574700327957667
0.77,2.4243903614938316,0.9573163634594811
0.78,2.429146525821588,0.957148725833614
0.79,2.434288507870234,0.9569671199181656
0.8,2.4398138682731907,0.9567715457131357
0.81,2.445720008651521,0.9565620032185245
0.8200000000000001,2.452004177453558,0.9563384924343319
0.8300000000000001,2.458663476039799,0.9561010133605579
0.84,2.4656948649834223,0.9558495659972025
0.85,2.4730951705565696,0.9555841503442657
0.86,2.4808610913724976,0.9553047664017474
0.87,2.4889892051539224,0.9550114141696479
0.88,2.4974759755982987,0.9547040936479669
0.89,2.5063177593113948,0.9543828048367046
0.9,2.515510812781334,0.9540475477358608
0.91,2.5250512993662193,0.9536983223454356
0.92,2.5349352962695826,0.953335128665429
0.93,2.54515880147915,0.9529579666958411
0.9400000000000001,2.555717740645729,0.9525668364366717
0.9500000000000001,2.5666079738804948,0.952161737887921
0.96,2.5778253024504334,0.9517426710495889
0.97,2.589365475353277,0.9513096359216754
0.98,2.6012241957548445,0.9508626325041805
0.99,2.6133971272733265,0.9504016607971041
1.0,2.625879900096654,0.9499267208004464
