"Site","Prediction"
1,2.484656
2,1.976352
3,3.896868
4,1.707512
5,1.922812
6,1.283096
7,3.111776
8,3.250624
9,1.308612
10,1.162152
11,1.982548
12,8.723712
13,8.062612
14,4.134936
15,3.297568
16,1.34718
17,11.56198
18,8.543368
19,2.260088
20,1.581392
21,1.909512
22,5.302888
23,4.740608
24,7.136764
25,8.565916
26,6.977976
27,2.016004
28,1.905968
29,2.26356
30,7.221036
31,1.986832
32,1.912652
33,1.785012
34,1.98966
35,2.530396
36,1.9775
37,1.829784
38,1.491376
39,2.42306
40,2.571732
41,2.219816
42,1.937556
43,3.187044
44,2.921072
45,1.96202
46,1.972448
47,2.765688
48,2.89676
49,2.458016
50,2.86762
51,2.88206
52,3.161032
53,3.573816
54,2.40974
55,2.52824
56,3.447052
57,1.752412
58,3.180364
59,2.820748
60,3.68734
61,2.495156
62,9.827012
63,3.856204
64,3.865872
65,2.800252
66,4.152148
67,1.461084
68,2.792576
69,5.210712
70,12.723068
71,3.301576
72,2.070672
73,3.233812
74,2.988636
75,4.00044
76,3.059432
77,2.772584
78,13.206972
79,2.829004
80,17.668828
81,3.650228
82,14.557836
83,3.118844
84,3.542252
85,11.895388
86,11.049376
87,2.06426
88,10.113696
89,3.201072
90,1.814012
91,3.275048
92,2.239316
93,2.284856
94,1.78788
95,1.15716
96,1.591256
97,2.011808
98,2.96074
99,2.715424
100,1.809952
101,2.016164
102,11.409812
103,2.856912
104,3.215244
105,3.323816
106,5.312356
107,5.006164
108,2.218624
109,2.116768
110,4.169056
111,3.267896
112,1.464604
113,13.171636
114,2.606204
115,3.275764
116,1.159436
117,2.661172
118,3.676236
119,2.224936
120,3.547872
121,3.338448
122,2.219372
123,2.684904
124,3.563168
125,2.309356
126,2.537196
127,2.72466
128,2.00662
129,2.55092
130,3.722156
131,3.675656
132,2.345616
133,2.68546
134,2.122948
135,1.785804
136,2.681892
137,2.27276
138,3.108328
139,3.326144
140,4.124448
141,3.588448
142,2.951928
143,2.641896
144,2.578768
145,2.225968
146,1.593504
147,1.50414
148,2.66072
149,2.108416
150,2.492092
151,2.522864
152,1.60124
153,3.063344
154,3.49664
155,2.604692
156,3.117476
157,3.162988
158,6.456844
159,1.153268
160,4.93628
161,13.36416
162,4.707832
163,2.844684
164,2.061876
165,3.745408
166,5.937772
167,5.510476
168,3.045068
169,12.14088
170,4.343172
171,3.959312
172,5.643196
173,4.947812
174,10.068712
175,2.562124
176,4.229316
177,6.5484
178,5.268436
179,6.989484
180,4.256064
181,5.083572
182,3.777108
183,2.96098
184,8.424296
185,8.0111
186,12.787272
187,3.022748
188,2.313076
189,5.4068
190,7.658744
191,4.103616
192,4.535288
193,5.636528
194,8.052676
195,4.162068
196,3.110452
197,5.867788
198,6.752956
199,3.379836
200,4.466188
201,6.4578
202,3.017468
203,2.7337
204,8.981016
205,5.595096
206,4.260088
207,2.794716
208,8.874396
209,5.892928
210,7.152908
211,5.141012
212,4.20558
213,3.392296
214,3.525476
215,4.672384
216,5.528112
217,3.434344
218,3.656876
219,10.572288
220,2.252488
221,6.383336
222,2.109712
223,6.085228
224,3.071404
225,5.183288
226,4.82926
227,3.019696
228,6.340316
229,2.330556
230,8.3098
231,5.107116
232,3.479544
233,3.718416
234,4.314632
235,4.308788
236,5.166196
237,8.999072
238,2.115396
239,8.254952
240,8.085104
241,1.57302
242,10.092708
243,2.405344
244,4.821796
245,1.779364
246,6.94454
247,5.539228
248,2.17552
249,6.766308
250,3.48288
251,10.056716
252,2.927296
253,4.990428
254,6.148828
255,6.33492
256,5.145408
257,9.267496
258,8.322644
259,2.96748
260,2.51236
261,3.194616
262,6.166528
263,4.533672
264,27.132896
265,4.277096
266,7.057476
267,3.925132
