"Site","Prediction"
1,70.3629964
2,72.9485516
3,62.3886464
4,51.657314
5,40.663084
6,51.5117124
7,53.82193
8,58.9582128
9,86.1956708
10,12.555426
11,59.8473816
12,52.720574
13,50.217582
14,49.2741584
15,58.0560968
16,33.125044
17,73.7658288
18,34.93204
19,47.9661284
20,96.921552
21,69.6619012
22,55.9620044
23,77.470288
24,65.4476848
25,62.9658684
26,57.549922
27,74.3724704
28,33.1617548
29,69.0221132
30,49.9878368
31,84.7666156
32,68.142558
33,77.352574
34,73.3416044
35,27.4362448
36,101.711146
37,85.5421124
38,14.6739788
39,36.5538428
40,39.2471484
41,23.8176196
42,39.9646536
43,99.7720168
44,81.6282396
45,14.970222
46,32.7736268
47,79.4206056
48,49.1483064
49,48.8559808
50,72.8571308
51,75.4034548
52,32.2973872
53,54.7505852
54,46.1320916
55,32.4754116
56,59.1715336
57,37.8429756
58,58.4751308
59,61.3927324
60,43.1078704
61,52.7117376
62,32.2212608
63,31.775632
64,97.6972652
65,35.338654
66,108.2566532
67,29.43497
68,74.8635264
69,53.1936636
70,65.0503024
71,26.9324104
72,58.4477104
73,95.6377296
74,92.5319408
75,50.5039204
76,35.0851484
77,74.0568052
78,47.8725444
79,67.0850736
80,37.6492224
81,69.231426
82,97.0990224
83,51.411974
84,46.0171704
85,59.6091656
86,67.2335024
87,68.8690472
88,67.2667568
89,36.822866
90,34.9953308
91,85.0952328
92,84.4994068
93,77.8766684
94,43.9509868
95,64.496408
96,131.1192172
97,42.370896
98,26.718592
99,55.3656044
100,41.2406596
101,103.0551676
102,78.9473852
103,54.899454
104,68.7765052
105,223.6566324
106,173.0673828
107,33.5894264
108,48.6574516
109,60.2018672
110,44.0303112
111,30.74514
112,68.7645376
113,77.8544252
114,68.8217864
115,136.2023144
116,51.7481284
117,60.857898
118,103.0074132
119,67.977056
120,128.7207656
121,64.8474448
122,59.1461148
123,64.4138308
124,115.7485332
125,87.4991724
126,68.8751784
127,100.0451724
128,21.281816
129,52.011804
130,70.4584412
131,149.1834448
132,48.677518
133,18.3673064
134,76.6147928
135,57.6979432
136,74.1663212
137,52.9585312
138,74.9110636
139,46.5821168
140,79.7038928
141,54.834084
142,53.8451412
143,49.8397448
144,51.2898356
145,64.5414112
146,91.6251004
147,75.9049616
148,63.08129
149,51.3980524
150,59.7240912
151,101.9191956
152,20.6377748
153,44.2027712
154,63.0264124
155,64.5430064
156,38.2359932
157,38.7317192
158,95.8089508
159,37.5319496
160,150.6586728
161,81.0080748
162,45.2956224
163,25.448254
164,82.1609092
165,82.1976224
166,95.7016224
167,141.8093548
168,71.0119184
169,22.99073
170,95.0025968
171,49.7465188
172,44.3353924
173,64.750804
174,94.6317996
175,41.7780792
176,113.543346
177,79.0115908
178,99.3430276
179,131.53324
180,76.4734552
181,97.53654
182,58.3023852
183,67.2558756
184,28.3534468
185,84.7794284
186,77.712472
187,136.082204
188,56.9629604
189,86.1266248
190,79.8343532
191,76.3117152
