Model,Mean_RMSE,Std_RMSE
KNN,5.022396133362011,2.416699974207682
ExtraTrees,5.229296103885032,1.9542581136205393
RandomForest,5.627542196290091,1.8894679446547276
XGBoost,7.262023189884509,1.3791729542136049
LightGBM,7.644182485911372,1.3047431792079538
GradientBoosting,9.487630248230783,1.2240250880928465
SVR,10.348139562876673,1.117275034727172
Ridge,10.622517652191206,0.9746929102665522
LinearRegression,10.62258284972775,0.9743681754957483
Lasso,10.802925497631781,1.1230760613970336
