Model,Mean_RMSE,Std_RMSE
KNN,1.0041793963457555,0.01642540953436167
ExtraTrees,1.018938138026438,0.03567055000237185
RandomForest,1.0543790355930969,0.05301937278046532
GradientBoosting,1.3116620541364832,0.028617264470103307
SVR,1.3207062203595437,0.026039462608972507
Ridge,1.4642821705602564,0.02810274210598913
LinearRegression,1.4642847176373937,0.028112193498144415
Lasso,1.5384690061620803,0.023160717338735745
