LC,year_since_disturb,agb,twi,temp,prec,srad,vapr,PH,N,SOC,Sand,Site
6.0,0.37444952,0.0023900932,0.18517086,0.20124088,0.019275403,0.13998453,0.013680866,0.47692305,0.35689047,0.39836374,0.30612245,0
11.0,0.020066889,0.00085870206,0.30975848,0.15918191,0.013007615,0.18192616,0.012895059,0.47692305,0.37102476,0.45605204,0.2857143,1
11.0,,0.0010876772,0.20237766,0.1397928,0.010573117,0.18379036,0.008592924,0.43076926,0.32508835,0.3312356,0.3469388,2
6.0,0.026755853,0.0017888807,0.16333644,0.2001125,0.027837573,0.15845203,0.007409549,0.47692305,0.32862192,0.3446612,0.29591838,3
6.0,0.37444952,0.0047945697,0.2046937,0.13089976,0.01995123,0.16860686,0.00870436,0.44615385,0.25795054,0.2582337,0.2755102,4
6.0,0.040133778,0.0024854622,0.1951709,0.20268476,0.02450458,0.17980611,0.0070599113,0.49230766,0.32508835,0.3354311,0.2755102,5
6.0,0.37444952,0.0033775314,0.33463982,0.19484791,0.02195959,0.15757191,0.013960726,0.44615385,0.30388695,0.28655338,0.30612245,6
6.0,0.37444952,0.0040212707,0.13746002,0.16849633,0.018873535,0.13423519,0.01365261,0.46153846,0.29328623,0.3045941,0.2857143,7
11.0,0.006688963,0.0031104188,,0.22550644,0.039356258,0.13595945,0.006425435,0.46153846,0.41342756,0.39941263,0.3265306,8
11.0,0.036789298,0.001836671,,0.16217071,0.03618829,0.25986513,0.014620668,0.46153846,0.43109542,0.48416194,0.35714287,9
6.0,0.37444952,0.0025331373,0.3092694,0.17492478,0.017480372,0.17427073,0.008314373,0.47692305,0.24381627,0.25928256,0.2755102,10
6.0,0.37444952,0.0012164062,0.20957547,0.18414836,0.014798141,0.13709176,0.0129406825,0.47692305,0.3074205,0.27207887,0.2755102,11
6.0,0.37444952,0.0037115668,0.19531585,0.19607668,0.01465051,0.12724042,0.016498921,0.44615385,0.30035338,0.31004825,0.2755102,12
6.0,0.37444952,0.0022756406,0.22055766,0.19579577,0.014233387,0.12340474,0.017141582,0.43076926,0.32508835,0.32892802,0.30612245,13
6.0,0.0,0.0010256612,0.16548376,0.19503398,0.015487205,0.11529958,0.017505903,0.43076926,0.27561837,0.21921544,0.29591838,14
6.0,0.37444952,0.0011210319,,0.22466287,0.019590557,0.19515717,0.013650442,0.56923074,0.2508834,0.23012376,0.2857143,15
6.0,0.37444952,0.0012117808,0.1492819,0.19038105,0.019558059,0.11072485,0.014080648,0.4153846,0.2650177,0.18816866,0.3469388,16
6.0,0.033444814,0.0010018945,,0.24365225,0.028167048,0.1484122,0.014458638,0.53846157,0.2508834,0.20704845,0.33673468,17
6.0,0.37444952,0.0022661434,0.14113131,0.16585253,0.022400236,0.108178444,0.009274729,0.4153846,0.27561837,0.24166141,0.31632653,18
11.0,0.0033444816,0.0018079819,0.2910525,0.26064122,0.032620274,0.01913977,0.0100008445,0.53846157,0.3992933,0.4673799,0.35714287,19
11.0,0.0033444816,0.0014216059,0.19153242,0.23810737,0.024730284,0.112337925,0.009007614,0.46153846,0.29681978,0.33606043,0.29591838,20
11.0,,0.0007728146,0.20352016,0.2369555,0.024453532,0.11292075,0.008785726,0.47692305,0.32862192,0.37843508,0.29591838,21
6.0,0.0,0.0008730082,,0.12794563,0.027403524,0.13820174,0.0049153157,0.43076926,0.26148412,0.20285293,0.36734694,22
11.0,0.006688963,0.0012594173,0.29704836,0.15302008,0.024069954,0.12118126,0.007272405,0.43076926,0.2720848,0.24942312,0.31632653,23
6.0,0.0,0.001478834,0.20479956,0.13005416,0.026154602,0.1318551,0.0050981957,0.44615385,0.25795054,0.22383049,0.3469388,24
11.0,0.006688963,0.0013786613,0.27664956,0.14183202,0.025342483,0.12017861,0.005816603,0.4153846,0.27915195,0.22278161,0.36734694,25
11.0,0.006688963,0.0011592219,0.26575592,0.24497767,0.028355824,0.0035652968,0.0094584655,0.5538461,0.3886926,0.46423325,0.46938777,26
11.0,0.0033444816,0.0019606224,0.33334097,0.26180744,0.03141732,0.03358476,0.009780226,0.53846157,0.37455833,0.4543738,0.46938777,27
6.0,0.37444952,0.00400689,0.24230893,0.2410569,0.026949387,0.08023147,0.008875211,0.53846157,0.2862191,0.3274596,0.35714287,28
11.0,0.006688963,0.000982652,,0.2300404,0.026439697,0.06233524,0.008605973,0.5538461,0.27561837,0.30018878,0.36734694,29
6.0,0.37444952,0.0041120527,0.20155938,0.2263025,0.025690364,0.05706673,0.008686798,0.52307695,0.28975266,0.35871616,0.31632653,30
6.0,0.37444952,0.004632243,0.19984184,0.2575086,0.027566517,0.08041427,0.008985897,0.5846154,0.30035338,0.34571007,0.37755102,31
6.0,0.026755853,0.0022182537,0.17437677,0.2509862,0.027631003,0.06734159,0.009123926,0.6,0.30035338,0.30144745,0.3469388,32
6.0,0.030100334,0.0026571623,,0.19627126,0.03419276,0.16642822,0.009658533,0.47692305,0.24734983,0.15984896,0.37755102,33
6.0,0.37444952,0.0020894005,0.26299244,0.2331184,0.025791023,0.06608754,0.009810892,0.53846157,0.27561837,0.27249843,0.3877551,34
6.0,0.37444952,0.0016457809,0.28760326,0.218885,0.028871497,0.048499685,0.00912019,0.53846157,0.2862191,0.31298512,0.40816328,35
6.0,0.37444952,0.0047562695,0.26803482,0.26699623,0.027217956,0.09592377,0.00962344,0.5846154,0.30035338,0.32892802,0.37755102,36
11.0,0.036789298,0.0031866136,,0.22346982,0.06305694,0.28672844,0.028689314,0.4153846,0.33922264,0.45877913,0.4489796,37
6.0,0.37444952,0.0025473,0.21399061,0.23183762,0.02543304,0.052260745,0.010284392,0.56923074,0.3074205,0.3566184,0.4489796,38
6.0,0.37444952,0.0063826274,,0.30114558,0.075965434,0.2516043,0.03338267,0.46153846,0.37102476,0.44220683,0.42857143,39
6.0,0.0033444816,0.0009443921,,0.27945098,0.07090894,0.27905005,0.03641963,0.43076926,0.33568907,0.4443046,0.5,40
6.0,0.37444952,0.003258186,0.18268904,0.2775879,0.027516553,0.13211311,0.010137485,0.6,0.24381627,0.23180197,0.35714287,41
6.0,0.37444952,0.0021706223,0.18045025,0.2533482,0.030228104,0.045448586,0.011519013,0.5538461,0.23321556,0.2641074,0.3265306,42
6.0,0.37444952,0.004751625,0.41642597,0.25476807,0.031415462,0.06116528,0.0112677775,0.5846154,0.2862191,0.28508496,0.25510204,43
6.0,0.04347826,0.0025235298,,0.32452047,0.07664645,0.22212715,0.025205191,0.44615385,0.33215547,0.40423748,0.5,44
6.0,0.04347826,0.0027809078,,0.3235072,0.07641942,0.22318222,0.025862517,0.44615385,0.32155478,0.38367948,0.52040815,45
6.0,0.37444952,0.0031580012,0.19138826,0.24640188,0.026545817,0.069403596,0.012288904,0.61538464,0.21554771,0.24543738,0.35714287,46
6.0,0.37444952,0.002857497,0.3485269,0.24696298,0.026060253,0.069292046,0.012577766,0.6307692,0.22614843,0.26557583,0.3265306,47
6.0,0.37444952,0.0011592236,0.22665362,0.24940675,0.024583822,0.070336185,0.0147838965,0.5846154,0.24381627,0.2771135,0.35714287,48
6.0,0.37444952,0.003992788,0.40904057,0.24620698,0.025450064,0.046457347,0.013149492,0.56923074,0.30388695,0.28739247,0.4387755,49
