LC,year_since_disturb,agb,twi,temp,prec,srad,vapr,PH,N,SOC,Sand,Site
6.0,0.37444952,0.0023900932,0.18517086,0.14762652,0.021026554,0.100340724,0.009192928,0.47692305,0.35689047,0.39836374,0.30612245,0
11.0,0.0100334445,0.00085870206,0.30975848,0.12530504,0.0146910045,0.1623147,0.010986858,0.47692305,0.37102476,0.45605204,0.2857143,1
11.0,,0.0010876772,0.20237766,0.11026634,0.013050968,0.1657928,0.0074999793,0.43076926,0.32508835,0.3312356,0.3469388,2
6.0,0.016722407,0.0017888807,0.16333644,0.13833223,0.021773625,0.16735409,0.005711769,0.47692305,0.32862192,0.3446612,0.29591838,3
6.0,0.37444952,0.0047945697,0.2046937,0.0946045,0.026013725,0.17248651,0.008203534,0.44615385,0.25795054,0.2582337,0.2755102,4
6.0,0.030100334,0.0024854622,0.1951709,0.14378168,0.018233934,0.20601551,0.0055185547,0.49230766,0.32508835,0.3354311,0.2755102,5
6.0,0.37444952,0.0033775314,0.33463982,0.13873647,0.022147303,0.16792797,0.009509289,0.44615385,0.30388695,0.28655338,0.30612245,6
6.0,0.37444952,0.0040212707,0.13746002,0.11830636,0.023810707,0.13706264,0.00911531,0.46153846,0.29328623,0.3045941,0.2857143,7
6.0,0.006688963,0.0031104188,,0.16999637,0.028152555,0.14790326,0.004688396,0.46153846,0.41342756,0.39941263,0.3265306,8
11.0,0.026755853,0.001836671,,0.14646418,0.027424077,0.2809706,0.014580509,0.46153846,0.43109542,0.48416194,0.35714287,9
6.0,0.37444952,0.0025331373,0.3092694,0.12637432,0.014254823,0.19769745,0.006252066,0.47692305,0.24381627,0.25928256,0.2755102,10
6.0,0.37444952,0.0012164062,0.20957547,0.13571693,0.013581154,0.146948,0.009693633,0.47692305,0.3074205,0.27207887,0.2755102,11
6.0,0.37444952,0.0037115668,0.19531585,0.13908544,0.017335018,0.1371266,0.011003771,0.44615385,0.30035338,0.31004825,0.2755102,12
6.0,0.37444952,0.0022756406,0.22055766,0.14226788,0.01611207,0.13550286,0.0121972235,0.43076926,0.32508835,0.32892802,0.30612245,13
6.0,0.016722407,0.0010256612,0.16548376,0.15305103,0.016055603,0.12888856,0.01486368,0.43076926,0.27561837,0.21921544,0.29591838,14
6.0,0.37444952,0.0011210319,,0.16790406,0.0207977,0.21633929,0.010855276,0.56923074,0.2508834,0.23012376,0.2857143,15
6.0,0.37444952,0.0012117808,0.1492819,0.15927172,0.01928331,0.11913399,0.015506435,0.4153846,0.2650177,0.18816866,0.3469388,16
6.0,0.02341137,0.0010018945,,0.18754447,0.029888548,0.15849724,0.011010243,0.53846157,0.2508834,0.20704845,0.33673468,17
6.0,0.37444952,0.0022661434,0.14113131,0.13659412,0.019059235,0.11252326,0.01048953,0.4153846,0.27561837,0.24166141,0.31632653,18
6.0,0.02341137,0.0018079819,0.2910525,0.1806393,0.013577363,0.06485682,0.007825732,0.53846157,0.3992933,0.4673799,0.35714287,19
6.0,0.013377926,0.0014216059,0.19153242,0.17287283,0.016228992,0.16705835,0.008391593,0.46153846,0.29681978,0.33606043,0.29591838,20
