LC,year_since_disturb,agb,twi,temp,prec,srad,vapr,PH,N,SOC,Sand,Site
6.0,0.37444952,0.0023900932,0.18517086,0.17578006,0.01787047,0.09867788,0.013047711,0.47692305,0.35689047,0.39836374,0.30612245,0
11.0,0.030100334,0.00085870206,0.30975848,0.13019843,0.012912398,0.13149777,0.011329708,0.47692305,0.37102476,0.45605204,0.2857143,1
10.0,,0.0010876772,0.20237766,0.11339121,0.012061478,0.13586484,0.007678943,0.43076926,0.32508835,0.3312356,0.3469388,2
10.0,0.0033444816,0.0017888807,0.16333644,0.16493718,0.029872494,0.11596148,0.0060246945,0.47692305,0.32862192,0.3446612,0.29591838,3
6.0,0.37444952,0.0047945697,0.2046937,0.111821845,0.030700928,0.1282616,0.0089759035,0.44615385,0.25795054,0.2582337,0.2755102,4
6.0,0.050167225,0.0024854622,0.1951709,0.16766214,0.025855757,0.1390939,0.005518543,0.49230766,0.32508835,0.3354311,0.2755102,5
6.0,0.37444952,0.0033775314,0.33463982,0.1544248,0.03001719,0.10994645,0.00967302,0.44615385,0.30388695,0.28655338,0.30612245,6
6.0,0.37444952,0.0040212707,0.13746002,0.13244987,0.030232925,0.08456658,0.009884395,0.46153846,0.29328623,0.3045941,0.2857143,7
11.0,0.016722407,0.0031104188,,0.19735545,0.04354516,0.08937054,0.0055401027,0.46153846,0.41342756,0.39941263,0.3265306,8
11.0,0.04682274,0.001836671,,0.15363435,0.02853943,0.2252073,0.014302686,0.46153846,0.43109542,0.48416194,0.35714287,9
6.0,0.37444952,0.0025331373,0.3092694,0.13923657,0.018480547,0.12635937,0.006128576,0.47692305,0.24381627,0.25928256,0.2755102,10
6.0,0.37444952,0.0012164062,0.20957547,0.14079928,0.015678097,0.08418214,0.009009879,0.47692305,0.3074205,0.27207887,0.2755102,11
6.0,0.37444952,0.0037115668,0.19531585,0.14440231,0.020831244,0.07261479,0.009627297,0.44615385,0.30035338,0.31004825,0.2755102,12
6.0,0.37444952,0.0022756406,0.22055766,0.14518252,0.021612663,0.07290643,0.010016934,0.43076926,0.32508835,0.32892802,0.30612245,13
11.0,0.0033444816,0.0010256612,0.16548376,0.1516881,0.02523495,0.07439035,0.011131251,0.43076926,0.27561837,0.21921544,0.29591838,14
6.0,0.37444952,0.0011210319,,0.20693383,0.026548784,0.18295796,0.011756936,0.56923074,0.2508834,0.23012376,0.2857143,15
6.0,0.37444952,0.0012117808,0.1492819,0.1583903,0.026792495,0.06818036,0.011224924,0.4153846,0.2650177,0.18816866,0.3469388,16
11.0,0.0033444816,0.0010018945,,0.22556807,0.03729987,0.14543171,0.012377881,0.53846157,0.2508834,0.20704845,0.33673468,17
6.0,0.37444952,0.0022661434,0.14113131,0.14329854,0.03144154,0.06877517,0.008169325,0.4153846,0.27561837,0.24166141,0.31632653,18
11.0,0.0033444816,0.0018079819,0.2910525,0.23020302,0.025338748,0.022489931,0.008851525,0.53846157,0.3992933,0.4673799,0.35714287,19
11.0,0.013377926,0.0014216059,0.19153242,0.20933703,0.030647606,0.081601255,0.0084304055,0.46153846,0.29681978,0.33606043,0.29591838,20
11.0,,0.0007728146,0.20352016,0.20927593,0.030096168,0.08239918,0.0083194515,0.47692305,0.32862192,0.37843508,0.29591838,21
11.0,0.0033444816,0.0008730082,,0.12043629,0.031099213,0.11791875,0.0051713446,0.43076926,0.26148412,0.20285293,0.36734694,22
11.0,0.016722407,0.0012594173,0.29704836,0.13477172,0.02883937,0.0801646,0.006365833,0.43076926,0.2720848,0.24942312,0.31632653,23
11.0,0.0033444816,0.001478834,0.20479956,0.12150921,0.029523622,0.111576475,0.005328433,0.44615385,0.25795054,0.22383049,0.3469388,24
11.0,0.016722407,0.0013786613,0.27664956,0.1293174,0.028573997,0.092234395,0.005646504,0.4153846,0.27915195,0.22278161,0.36734694,25
11.0,0.016722407,0.0011592219,0.26575592,0.21043475,0.024612771,0.0034562466,0.007771884,0.5538461,0.3886926,0.46423325,0.46938777,26
11.0,0.013377926,0.0019606224,0.33334097,0.2244585,0.024927892,0.0374542,0.007966088,0.53846157,0.37455833,0.4543738,0.46938777,27
6.0,0.37444952,0.00400689,0.24230893,0.22229438,0.03082267,0.055507258,0.008807509,0.53846157,0.2862191,0.3274596,0.35714287,28
11.0,0.016722407,0.000982652,,0.20617738,0.028624782,0.044639032,0.0077257827,0.5538461,0.27561837,0.30018878,0.36734694,29
6.0,0.37444952,0.0041120527,0.20155938,0.20276406,0.027973693,0.038567036,0.007861386,0.52307695,0.28975266,0.35871616,0.31632653,30
6.0,0.37444952,0.004632243,0.19984184,0.23949423,0.03133405,0.068613,0.009374291,0.5846154,0.30035338,0.34571007,0.37755102,31
11.0,0.0033444816,0.0022182537,0.17437677,0.2298101,0.03003229,0.05250363,0.009247632,0.6,0.30035338,0.30144745,0.3469388,32
6.0,0.040133778,0.0026571623,,0.1819357,0.0366406,0.1439848,0.008722964,0.47692305,0.24734983,0.15984896,0.37755102,33
6.0,0.37444952,0.0020894005,0.26299244,0.21508434,0.028583203,0.04253179,0.009472484,0.53846157,0.27561837,0.27249843,0.3877551,34
6.0,0.37444952,0.0016457809,0.28760326,0.19760811,0.023759848,0.04562198,0.008527924,0.53846157,0.2862191,0.31298512,0.40816328,35
6.0,0.37444952,0.0047562695,0.26803482,0.2504192,0.030765384,0.08694572,0.009672356,0.5846154,0.30035338,0.32892802,0.37755102,36
10.0,0.04682274,0.0031866136,,0.22065404,0.07242137,0.26867044,0.027843466,0.4153846,0.33922264,0.45877913,0.4489796,37
6.0,0.37444952,0.0025473,0.21399061,0.21419755,0.02523725,0.04667156,0.00958416,0.56923074,0.3074205,0.3566184,0.4489796,38
6.0,0.37444952,0.0063826274,,0.3010075,0.10067168,0.22823764,0.032042485,0.46153846,0.37102476,0.44220683,0.42857143,39
11.0,0.0033444816,0.0009443921,,0.280058,0.09647409,0.25342458,0.03549553,0.43076926,0.33568907,0.4443046,0.5,40
6.0,0.37444952,0.003258186,0.18268904,0.24927753,0.024901709,0.12749287,0.008761039,0.6,0.24381627,0.23180197,0.35714287,41
6.0,0.37444952,0.0021706223,0.18045025,0.21997279,0.025479244,0.04027487,0.0092580505,0.5538461,0.23321556,0.2641074,0.3265306,42
6.0,0.37444952,0.004751625,0.41642597,0.21963742,0.028889537,0.059840776,0.008943419,0.5846154,0.2862191,0.28508496,0.25510204,43
10.0,0.0,0.0025235298,,0.32599947,0.11045136,0.19091442,0.024118347,0.44615385,0.33215547,0.40423748,0.5,44
6.0,0.053511705,0.0027809078,,0.32512692,0.11073468,0.19285725,0.024705555,0.44615385,0.32155478,0.38367948,0.52040815,45
6.0,0.37444952,0.0031580012,0.19138826,0.21459548,0.026858024,0.059271216,0.009546952,0.61538464,0.21554771,0.24543738,0.35714287,46
6.0,0.37444952,0.002857497,0.3485269,0.21524975,0.026456276,0.05846231,0.009734164,0.6307692,0.22614843,0.26557583,0.3265306,47
6.0,0.37444952,0.0011592236,0.22665362,0.21842994,0.025550338,0.060475055,0.011304867,0.5846154,0.24381627,0.2771135,0.35714287,48
6.0,0.37444952,0.003992788,0.40904057,0.21497439,0.02500127,0.04478686,0.009972907,0.56923074,0.30388695,0.28739247,0.4387755,49
6.0,0.37444952,0.0043078847,0.25000092,0.22629721,0.033429336,0.07557935,0.0102854865,0.5538461,0.22261485,0.24312985,0.36734694,50
6.0,0.37444952,0.003186657,0.32555473,0.21173885,0.026175823,0.04902225,0.010531507,0.6307692,0.22614843,0.25235996,0.3469388,51
6.0,0.37444952,0.0020179327,0.22358763,0.2135973,0.02566302,0.051086538,0.010945564,0.6307692,0.20494701,0.2674638,0.35714287,52
6.0,0.040133778,0.0019511131,0.2539516,0.22171159,0.03150187,0.06876618,0.010467853,0.5846154,0.22614843,0.2185861,0.36734694,53
6.0,0.020066889,0.0010303654,,0.33664986,0.049632777,0.1470983,0.02600078,0.47692305,0.23674911,0.24271029,0.42857143,54
6.0,0.4573402,0.0044935364,0.11276181,0.1979897,0.041376818,0.096386164,0.011420826,0.3846154,0.23674911,0.19802812,0.42857143,55
6.0,0.4280962,0.0038832857,0.2306502,0.21280393,0.046020534,0.17382985,0.008629732,0.44615385,0.16961132,0.12985106,0.40816328,56
6.0,0.43267047,0.004298199,0.21123612,0.20923331,0.047616746,0.11947578,0.011792039,0.43076926,0.17667845,0.11558632,0.42857143,57
11.0,0.42880422,0.0020992472,0.22961004,0.2029265,0.039058853,0.08198678,0.013330554,0.43076926,0.21201414,0.09901405,0.4387755,58
6.0,0.4497621,0.0027859716,0.23731159,0.2176706,0.026989698,0.0595761,0.01223992,0.56923074,0.19081274,0.20537026,0.40816328,59
6.0,0.4493664,0.005695921,0.43152267,0.23592113,0.023440104,0.07414001,0.012256671,0.56923074,0.20494701,0.24396895,0.41836736,60
6.0,0.050167225,0.0025472215,0.2005551,0.21231426,0.040220454,0.1862644,0.011012739,0.44615385,0.22261485,0.14201804,0.39795917,61
6.0,0.41859037,0.004770368,0.21454647,0.23417494,0.023608256,0.07844951,0.011987994,0.52307695,0.22261485,0.18334383,0.39795917,62
6.0,0.37444952,0.0022230782,0.21800773,0.21504192,0.027342198,0.06821646,0.011970573,0.56923074,0.21201414,0.23914412,0.46938777,63
6.0,0.37444952,0.005872332,,0.25392058,0.0478036,0.21475142,0.02389905,0.43076926,0.26148412,0.20411159,0.2857143,64
6.0,0.45956993,0.0070552365,0.2514483,0.22483379,0.042574126,0.15042974,0.011413812,0.39999998,0.21908127,0.13069016,0.42857143,65
6.0,0.43970907,0.0010543206,0.23358785,0.20870508,0.030121941,0.081481904,0.010497879,0.6,0.21554771,0.2032725,0.39795917,66
6.0,0.44828397,0.0023899674,0.27751315,0.22548836,0.026883764,0.06975425,0.013074757,0.53846157,0.20494701,0.1741137,0.39795917,67
6.0,0.44142708,0.0021038377,0.26864725,0.22798884,0.025713656,0.07334092,0.012675084,0.50769234,0.29328623,0.2271869,0.46938777,68
11.0,0.013377926,0.0009731739,0.3305895,0.22715954,0.029573787,0.09449342,0.00976797,0.5846154,0.2402827,0.2804699,0.42857143,69
6.0,0.37444952,0.0023327656,0.33391958,0.23055756,0.024779903,0.081018604,0.011809966,0.50769234,0.28268552,0.2674638,0.47959185,70
6.0,0.42959008,0.0022135477,0.20374325,0.20104891,0.040542345,0.18264809,0.009384657,0.3846154,0.27561837,0.19697924,0.46938777,71
6.0,0.37444952,0.0019797813,0.16850986,0.21325174,0.027400887,0.07746971,0.011502413,0.5538461,0.20141342,0.19530103,0.41836736,72
6.0,0.37444952,0.0011592061,0.1615146,0.22363016,0.031633325,0.090650946,0.0100903,0.6,0.22968198,0.22823578,0.33673468,73
6.0,0.44175658,0.004321957,0.32415017,0.2333737,0.024225798,0.08879279,0.011605602,0.52307695,0.22261485,0.2066289,0.3877551,74
6.0,0.44830444,0.0013166523,,0.23204659,0.026880404,0.08251154,0.013669757,0.6,0.20848058,0.156073,0.40816328,75
