LC,year_since_disturb,agb,twi,temp,prec,srad,vapr,PH,N,SOC,Sand,Site
6.0,0.37444952,0.0023900932,0.18517086,0.18977007,0.025887808,0.07507944,0.011939199,0.47692305,0.35689047,0.39836374,0.30612245,0
11.0,0.0033444816,0.00085870206,0.30975848,0.15070552,0.020980222,0.103848584,0.009944347,0.47692305,0.37102476,0.45605204,0.2857143,1
10.0,,0.0010876772,0.20237766,0.13580838,0.018263303,0.10560479,0.0076829446,0.43076926,0.32508835,0.3312356,0.3469388,2
11.0,0.0100334445,0.0017888807,0.16333644,0.19477515,0.024609825,0.11944083,0.0072157504,0.47692305,0.32862192,0.3446612,0.29591838,3
6.0,0.37444952,0.0047945697,0.2046937,0.14052755,0.025896216,0.11912685,0.009975693,0.44615385,0.25795054,0.2582337,0.2755102,4
6.0,0.06688963,0.0024854622,0.1951709,0.19986396,0.021746662,0.14504932,0.006738145,0.49230766,0.32508835,0.3354311,0.2755102,5
6.0,0.37444952,0.0033775314,0.33463982,0.18494612,0.023755984,0.118126094,0.012264171,0.44615385,0.30388695,0.28655338,0.30612245,6
6.0,0.37444952,0.0040212707,0.13746002,0.16102746,0.023912413,0.09416262,0.012348706,0.46153846,0.29328623,0.3045941,0.2857143,7
6.0,0.006688963,0.0031104188,,0.21133055,0.03194159,0.10114828,0.005737306,0.46153846,0.41342756,0.39941263,0.3265306,8
11.0,0.06354515,0.001836671,,0.17455061,0.022351168,0.20810479,0.015892105,0.46153846,0.43109542,0.48416194,0.35714287,9
6.0,0.37444952,0.0025331373,0.3092694,0.17206787,0.014360494,0.1412408,0.007898251,0.47692305,0.24381627,0.25928256,0.2755102,10
6.0,0.37444952,0.0012164062,0.20957547,0.17201753,0.011878719,0.10268401,0.011868327,0.47692305,0.3074205,0.27207887,0.2755102,11
6.0,0.37444952,0.0037115668,0.19531585,0.18026897,0.017151684,0.09116252,0.012492903,0.44615385,0.30035338,0.31004825,0.2755102,12
6.0,0.37444952,0.0022756406,0.22055766,0.18169825,0.017493285,0.091651395,0.013208019,0.43076926,0.32508835,0.32892802,0.30612245,13
6.0,0.0,0.0010256612,0.16548376,0.18902382,0.020412644,0.090512015,0.0155929,0.43076926,0.27561837,0.21921544,0.29591838,14
6.0,0.37444952,0.0011210319,,0.22035304,0.02566038,0.18234682,0.014347558,0.56923074,0.2508834,0.23012376,0.2857143,15
6.0,0.37444952,0.0012117808,0.1492819,0.19628678,0.021959232,0.087022886,0.016043907,0.4153846,0.2650177,0.18816866,0.3469388,16
6.0,0.0100334445,0.0010018945,,0.24223474,0.034697086,0.15273167,0.015800325,0.53846157,0.2508834,0.20704845,0.33673468,17
6.0,0.37444952,0.0022661434,0.14113131,0.1817788,0.025573945,0.082714796,0.0118673965,0.4153846,0.27561837,0.24166141,0.31632653,18
6.0,0.006688963,0.0018079819,0.2910525,0.23573403,0.025007814,0.0087079685,0.0087841125,0.53846157,0.3992933,0.4673799,0.35714287,19
11.0,0.030100334,0.0014216059,0.19153242,0.2172945,0.027797176,0.09073373,0.008562211,0.46153846,0.29681978,0.33606043,0.29591838,20
11.0,,0.0007728146,0.20352016,0.21791783,0.027645834,0.08999244,0.00845582,0.47692305,0.32862192,0.37843508,0.29591838,21
11.0,0.0100334445,0.0008730082,,0.16293831,0.029539302,0.118588075,0.008225993,0.43076926,0.26148412,0.20285293,0.36734694,22
6.0,0.006688963,0.0012594173,0.29704836,0.17870921,0.025620695,0.09744761,0.009953545,0.43076926,0.2720848,0.24942312,0.31632653,23
6.0,0.0,0.001478834,0.20479956,0.16513251,0.028046263,0.11345161,0.008528904,0.44615385,0.25795054,0.22383049,0.3469388,24
11.0,0.033444814,0.0013786613,0.27664956,0.17306194,0.027270779,0.10150876,0.008781305,0.4153846,0.27915195,0.22278161,0.36734694,25
11.0,0.033444814,0.0011592219,0.26575592,0.23647729,0.026647538,0.0050622043,0.0092671,0.5538461,0.3886926,0.46423325,0.46938777,26
11.0,0.030100334,0.0019606224,0.33334097,0.24912083,0.028462952,0.03315989,0.008915312,0.53846157,0.37455833,0.4543738,0.46938777,27
6.0,0.37444952,0.00400689,0.24230893,0.23427995,0.031413537,0.05152407,0.009257861,0.53846157,0.2862191,0.3274596,0.35714287,28
11.0,0.033444814,0.000982652,,0.22247738,0.02856275,0.030540567,0.008497209,0.5538461,0.27561837,0.30018878,0.36734694,29
6.0,0.37444952,0.0041120527,0.20155938,0.22125922,0.028591705,0.029067496,0.008912879,0.52307695,0.28975266,0.35871616,0.31632653,30
6.0,0.37444952,0.004632243,0.19984184,0.24786854,0.031206379,0.049334534,0.008728204,0.5846154,0.30035338,0.34571007,0.37755102,31
6.0,0.0,0.0022182537,0.17437677,0.24097724,0.029955689,0.037706465,0.009065878,0.6,0.30035338,0.30144745,0.3469388,32
6.0,0.05685619,0.0026571623,,0.22661942,0.035103787,0.15888208,0.013380143,0.47692305,0.24734983,0.15984896,0.37755102,33
6.0,0.37444952,0.0020894005,0.26299244,0.23854655,0.030904088,0.047110446,0.011694987,0.53846157,0.27561837,0.27249843,0.3877551,34
6.0,0.37444952,0.0016457809,0.28760326,0.2342751,0.029688606,0.0396546,0.011050547,0.53846157,0.2862191,0.31298512,0.40816328,35
6.0,0.37444952,0.0047562695,0.26803482,0.26025164,0.03281496,0.06760591,0.009022974,0.5846154,0.30035338,0.32892802,0.37755102,36
,,0.0031866136,,0.22152717,0.03881998,0.2419366,0.030393364,0.4153846,0.33922264,0.45877913,0.4489796,37
6.0,0.37444952,0.0025473,0.21399061,0.23962772,0.02894913,0.04234006,0.010910794,0.56923074,0.3074205,0.3566184,0.4489796,38
,,0.0063826274,,0.2865967,0.048198678,0.20296378,0.03347971,0.46153846,0.37102476,0.44220683,0.42857143,39
,,0.0009443921,,0.26856482,0.044949654,0.2347206,0.03761544,0.43076926,0.33568907,0.4443046,0.5,40
6.0,0.37444952,0.003258186,0.18268904,0.27813685,0.035575226,0.09613992,0.010402959,0.6,0.24381627,0.23180197,0.35714287,41
6.0,0.37444952,0.0021706223,0.18045025,0.2709268,0.034775145,0.039932955,0.014062491,0.5538461,0.23321556,0.2641074,0.3265306,42
6.0,0.37444952,0.004751625,0.41642597,0.26921186,0.03629165,0.0505389,0.013342416,0.5846154,0.2862191,0.28508496,0.25510204,43
,,0.0025235298,,0.29847598,0.047807265,0.1642398,0.023021821,0.44615385,0.33215547,0.40423748,0.5,44
,,0.0027809078,,0.2970545,0.04760169,0.16702268,0.023905134,0.44615385,0.32155478,0.38367948,0.52040815,45
6.0,0.37444952,0.0031580012,0.19138826,0.2634259,0.033778485,0.054970995,0.013653511,0.61538464,0.21554771,0.24543738,0.35714287,46
6.0,0.37444952,0.002857497,0.3485269,0.26381165,0.033361338,0.054808937,0.013893799,0.6307692,0.22614843,0.26557583,0.3265306,47
6.0,0.37444952,0.0011592236,0.22665362,0.26637852,0.031604085,0.054817155,0.015810875,0.5846154,0.24381627,0.2771135,0.35714287,48
6.0,0.37444952,0.003992788,0.40904057,0.27295578,0.035358895,0.04956477,0.01581041,0.56923074,0.30388695,0.28739247,0.4387755,49
6.0,0.37444952,0.0043078847,0.25000092,0.26678854,0.033063132,0.07087682,0.0138585605,0.5538461,0.22261485,0.24312985,0.36734694,50
6.0,0.37444952,0.003186657,0.32555473,0.26462972,0.031840943,0.049990185,0.01549977,0.6307692,0.22614843,0.25235996,0.3469388,51
6.0,0.37444952,0.0020179327,0.22358763,0.2656914,0.03098441,0.05123957,0.015981233,0.6307692,0.20494701,0.2674638,0.35714287,52
6.0,0.05685619,0.0019511131,0.2539516,0.26609984,0.031910624,0.060671646,0.014144938,0.5846154,0.22614843,0.2185861,0.36734694,53
11.0,0.006688963,0.0010303654,,0.34585148,0.06292651,0.13156237,0.030048672,0.47692305,0.23674911,0.24271029,0.42857143,54
6.0,0.4573402,0.0044935364,0.11276181,0.26070523,0.040491056,0.10040645,0.019271705,0.3846154,0.23674911,0.19802812,0.42857143,55
6.0,0.4280962,0.0038832857,0.2306502,0.26258674,0.04343123,0.18021213,0.011887906,0.44615385,0.16961132,0.12985106,0.40816328,56
6.0,0.43267047,0.004298199,0.21123612,0.2671503,0.04522823,0.12630245,0.018240158,0.43076926,0.17667845,0.11558632,0.42857143,57
6.0,0.0033444816,0.0020992472,0.22961004,0.27308455,0.038399864,0.081476524,0.02218879,0.43076926,0.21201414,0.09901405,0.4387755,58
6.0,0.4497621,0.0027859716,0.23731159,0.2751834,0.031363185,0.05680692,0.018841023,0.56923074,0.19081274,0.20537026,0.40816328,59
6.0,0.4493664,0.005695921,0.43152267,0.29441398,0.03705281,0.06271074,0.019049952,0.56923074,0.20494701,0.24396895,0.41836736,60
6.0,0.06688963,0.0025472215,0.2005551,0.26035452,0.03815948,0.1781236,0.0148385,0.44615385,0.22261485,0.14201804,0.39795917,61
6.0,0.41859037,0.004770368,0.21454647,0.29298168,0.0374084,0.06558013,0.01876517,0.52307695,0.22261485,0.18334383,0.39795917,62
6.0,0.37444952,0.0022230782,0.21800773,0.27499443,0.031135798,0.061473887,0.018864764,0.56923074,0.21201414,0.23914412,0.46938777,63
6.0,0.37444952,0.005872332,,0.27432683,0.055647288,0.20558295,0.029978544,0.43076926,0.26148412,0.20411159,0.2857143,64
6.0,0.45956993,0.0070552365,0.2514483,0.27360505,0.039835617,0.15344355,0.016074147,0.39999998,0.21908127,0.13069016,0.42857143,65
6.0,0.43970907,0.0010543206,0.23358785,0.26284656,0.040808816,0.061734363,0.015597003,0.6,0.21554771,0.2032725,0.39795917,66
6.0,0.44828397,0.0023899674,0.27751315,0.28282842,0.03287457,0.0653211,0.0199129,0.53846157,0.20494701,0.1741137,0.39795917,67
6.0,0.44142708,0.0021038377,0.26864725,0.28447437,0.03398229,0.06844016,0.01890992,0.50769234,0.29328623,0.2271869,0.46938777,68
11.0,0.030100334,0.0009731739,0.3305895,0.26795638,0.03399457,0.078644425,0.01276205,0.5846154,0.2402827,0.2804699,0.42857143,69
6.0,0.37444952,0.0023327656,0.33391958,0.28624162,0.03535892,0.07280399,0.017249512,0.50769234,0.28268552,0.2674638,0.47959185,70
6.0,0.42959008,0.0022135477,0.20374325,0.25242856,0.040411253,0.18077303,0.013488867,0.3846154,0.27561837,0.19697924,0.46938777,71
6.0,0.37444952,0.0019797813,0.16850986,0.27169102,0.03401171,0.064139485,0.0176844,0.5538461,0.20141342,0.19530103,0.41836736,72
6.0,0.37444952,0.0011592061,0.1615146,0.2702987,0.042534973,0.071601786,0.014020263,0.6,0.22968198,0.22823578,0.33673468,73
