"Site","Prediction"
1,3.70088842067223
2,3.08498496438645
3,3.07421215659526
4,3.14504918453445
5,2.87533591202321
6,2.81042634033678
7,3.9213534464151
8,3.68127268682437
9,3.05961786674699
10,3.023830969517
11,2.9845061812571
12,3.33388915560805
13,3.95325414988579
14,3.95772348690318
15,3.86254723739147
16,3.28779594894714
17,3.78331179915527
18,3.6588700693337
19,3.36360946866409
20,3.57531303860601
21,3.67565743693732
22,3.68896892537447
23,3.14763197699759
24,3.55797854824462
25,3.39612395593799
26,3.30642548718097
27,3.58176957782791
28,3.76583599728237
29,3.51076214957133
30,3.43061013623174
31,3.44647359894824
32,3.5595713127133
33,3.48247650210555
34,3.3243314889243
35,3.58529296979811
36,3.6799976737021
37,3.77308444632791
38,3.42702429255017
39,3.86065411945158
40,4.023111714749
41,3.89207374847548
42,3.78218725468015
43,4.27010601270786
44,4.20912581323472
45,3.80101155285686
46,3.79347140993619
47,3.62952650444954
48,4.33389581802288
49,4.26258786616815
50,4.35932716178217
51,3.79011827036756
52,4.32521233211876
53,4.35210257177808
54,3.7595343529678
55,4.36056057305633
56,3.79700955806552
57,3.59819338180028
58,3.90382235918826
59,3.83047851980522
60,4.62987713688724
61,4.00015467709704
62,4.11000140614989
63,4.11213460189812
64,4.62246211011142
65,4.27167879164657
66,3.96652440940684
67,4.18565092586276
68,4.56310780510941
69,4.69092684709104
70,4.1866465961435
71,4.63501783644935
72,3.81466425218746
73,4.52911270434874
74,4.2017564955244
75,4.02023656564803
76,4.51215995218752
77,4.0445836620147
78,4.20793639734299
79,3.83934658766874
80,4.15421676095349
81,4.80672418905231
82,4.0008558247752
83,4.21012511308301
84,4.25341121176079
85,4.67897604222485
86,4.70808261021824
87,4.62627725368172
88,4.15628191597122
89,3.82022916934734
90,3.00547453096753
91,4.84148700734345
92,3.41186973048566
93,3.92183676470518
94,3.21919715677908
95,3.52628519875993
96,3.55937570026104
97,3.16848881939991
98,3.98777280400347
99,3.93348702185883
100,4.10546812889114
101,4.36463818766231
102,4.7778769995145
103,4.55016408030919
104,4.20605926849381
105,4.5398950950967
106,4.60500541732663
107,4.00785738747641
108,4.20378848427428
109,4.05452212451752
110,3.89669723071836
111,4.86819194914369
112,2.99148766407142
113,4.10476939340648
114,4.87074629841064
115,3.1870622396542
116,3.10111488369687
117,4.61636041748266
118,3.44068497046533
119,4.20312813686619
120,4.66637917878792
121,4.68368974334107
122,4.50879769626246
123,4.25503629493711
124,4.68173158291735
125,4.11996983388505
126,4.31247686713766
127,3.71156918869145
128,4.01650134043668
129,4.26589354170324
130,4.67883225831586
131,4.56075012871391
132,4.07826646597909
133,3.93643634903163
134,4.05472650654137
135,3.94627000315024
136,4.54447969137565
137,4.37956384431599
138,4.28343104999998
139,3.75081677099096
140,3.87060321192007
141,4.68526609094529
142,4.01478110976778
143,4.13682171793796
144,3.15536407058156
145,4.14565363181547
146,3.03955860854992
147,3.11790583962308
148,3.48342262542954
149,4.60585031845747
150,4.47987637837855
151,4.17813392051766
152,3.18161426562609
153,3.73152731919425
154,3.5112676488599
155,4.32467564050338
