"Site","Prediction"
1,72.8944256
2,37.9763412
3,68.6403732
4,57.7046976
5,55.07991
6,75.220514
7,60.6206628
8,63.6405944
9,73.9537628
10,16.4344336
11,67.4847152
12,45.305494
13,79.1299
14,60.1882772
15,51.2144116
16,23.4104968
17,73.0314652
18,26.223668
19,53.877824
20,120.7862436
21,91.6174688
22,52.3458348
23,84.4997644
24,50.39326
25,64.0471384
26,72.611294
27,72.9850216
28,48.0117408
29,70.5233952
30,58.230134
31,77.5936108
32,67.5657756
33,62.3524136
34,48.5738436
35,54.7474616
36,96.6042036
37,73.7774168
38,17.7755356
39,65.8058256
40,29.1790692
41,23.5691372
42,65.5903984
43,89.4215208
44,62.6274736
45,21.4642044
46,38.6105708
47,65.792322
48,44.6364532
49,61.7109788
50,87.5275532
51,45.03843
52,35.8978792
53,58.5804264
54,63.1601688
55,28.4493068
56,75.1946568
57,35.2214188
58,65.1492988
59,72.8306508
60,50.4706904
61,59.91367
62,36.0936596
63,25.1411244
64,95.8562964
65,31.5294804
66,89.319278
67,42.2327052
68,65.894748
69,60.1073464
70,53.2041444
71,75.8407972
72,58.3599964
73,61.8108156
74,77.4287832
75,62.49785
76,39.5957052
77,70.7875316
78,78.462272
79,74.1110316
80,62.6689308
81,52.8330952
82,84.7933996
83,106.8725252
84,60.0641316
85,52.6410648
86,59.987698
87,68.0618424
88,53.125108
89,35.0370168
90,33.0315164
91,92.2977796
92,77.958256
93,79.575774
94,29.132532
95,63.1385188
96,141.710944
97,34.152032
98,23.4012284
99,54.2797632
100,44.2035892
101,87.8233836
102,82.7339556
103,73.846708
104,77.4450264
105,194.8845928
106,138.7458984
107,80.5887204
108,42.31108
109,62.8523952
110,45.093408
111,36.36192
112,78.8434828
113,92.0802504
114,65.3072476
115,122.0924628
116,38.34297
117,67.3371008
118,90.7507208
119,64.1734636
120,116.1274308
121,57.8275024
122,45.8507844
123,75.4778936
124,145.0145896
125,64.4382116
126,61.9909096
127,77.4034108
128,24.3727124
129,69.3887004
130,57.8708756
131,69.8810612
132,49.2420444
133,34.0684488
134,73.8811312
135,63.9298544
136,66.9946144
137,72.4504768
138,59.66731
139,40.5763996
140,74.5042572
141,60.0927668
142,74.771394
143,58.2277396
144,70.950368
145,73.3745296
146,61.5547092
147,79.8421956
148,80.6125064
149,71.4282824
150,54.1234816
151,101.5439324
152,26.8966448
153,42.229554
154,64.8355772
155,72.5839316
156,52.700238
157,52.8374236
158,105.3916144
159,46.2855772
160,131.0230744
161,90.994928
162,43.1860384
163,53.3268008
164,80.5377864
165,62.950862
166,116.1648832
167,110.8700836
168,68.2937664
169,31.7334564
170,112.266298
171,58.4190676
172,27.7648404
173,66.9438428
174,71.5211084
175,52.9908064
176,99.0279736
177,74.3080344
178,73.6930744
179,127.4573
180,57.4788604
181,86.3454712
182,63.2869608
183,65.5235052
184,30.9599716
185,68.8484668
186,66.1248744
187,122.4240984
188,53.6201188
189,93.8339092
190,71.3287256
191,50.2187944
192,57.4070476
193,113.133428
194,34.1823472
195,74.393508
196,78.7316068
197,89.6075024
198,61.4691308
199,53.426436
200,68.8867228
201,88.824268
202,56.8268388
203,51.8411996
204,70.3350988
205,57.277254
206,91.7895852
207,134.7158484
208,129.7170904
209,96.4979276
210,73.2817092
211,58.0417944
212,56.3912168
213,64.9909368
214,67.1101064
215,51.448594
216,72.872594
217,24.1006256
218,60.260186
219,74.57653
220,48.0636512
221,61.0923032
222,59.5931024
223,74.3805672
224,74.3679304
225,60.6894844
226,63.908158
227,72.42127
228,102.4354456
229,64.8402972
230,74.0249056
231,65.7860524
232,75.1603744
233,55.2996064
234,61.5088
235,78.0015568
236,69.366286
237,57.162468
238,73.1900312
239,71.8566668
240,62.4439104
241,55.8274356
242,59.4394212
243,64.8394572
244,88.4911776
245,61.7681384
246,61.0162604
247,66.28638
248,63.679864
249,53.0758
250,55.8941536
251,66.06038
252,105.5982904
253,54.296558
254,57.2588196
255,64.11448
256,67.3563184
257,105.7836856
258,55.7670556
259,74.4592412
260,32.2993968
261,46.5051608
262,33.0955852
263,64.752814
264,28.5629272
265,57.0565348
266,62.5335208
267,87.8614668
268,53.3754968
269,30.4561156
270,60.5883056
271,55.2677276
272,17.2042464
273,77.7949248
274,69.4811836
275,56.5126452
276,60.2536
277,62.2665492
278,50.8955196
279,62.624792
280,66.6613412
281,64.7018412
282,68.4737396
283,72.6682236
284,60.428472
285,45.3627492
286,70.9763316
287,31.1918316
288,25.7716284
289,56.5810924
290,93.783258
291,84.4973024
292,89.7737428
293,66.374246
294,66.3908336
295,83.3659272
296,43.1241496
297,69.5045472
298,55.7596792
299,82.6547832
300,55.638604
301,46.1387716
302,84.132782
303,58.1415188
304,63.8999748
305,68.14297
306,62.38068
307,57.4713756
308,37.1661208
309,100.7513932
310,74.0275136
311,71.8402556
312,68.7733456
313,68.4466108
314,38.7422264
315,89.5180416
316,76.994144
317,81.4164312
318,80.593312
319,63.951898
320,59.0324388
321,64.3052228
322,92.713122
323,41.7689628
324,68.508878
325,61.2667204
326,34.952234
327,38.8625088
328,106.867108
329,28.732216
330,84.1468724
331,84.59477
332,69.0173456
333,113.0945884
334,26.4969076
335,86.2202556
336,74.7032316
337,107.3522996
338,23.1776484
339,46.2405392
340,93.05067
341,57.8566164
342,30.3777368
343,33.4689256
344,64.108906
345,44.123466
346,103.6616896
347,62.553294
348,49.0895736
349,35.3374152
350,27.8596252
351,29.1512132
352,91.4224172
353,48.031284
354,50.968664
355,28.4641844
356,42.6827532
357,58.2719732
358,28.4255084
359,28.38096
360,33.265014
361,52.6876284
362,24.1796444
363,75.9566804
364,56.8002664
365,59.6609996
366,61.0567748
367,39.7900544
368,28.560938
369,33.1106628
370,31.3754416
371,78.5577204
372,100.7958468
373,79.530598
374,113.4402588
375,84.2268376
376,25.0457148
377,67.9412232
378,78.3574604
379,110.6554728
380,38.257596
381,35.9892876
382,26.4022284
383,26.1409292
384,51.0871684
385,37.6681644
386,66.281768
387,38.9508396
388,27.3185684
389,69.0459212
390,69.8201892
391,74.380466
392,50.7651656
393,64.7076096
394,34.562318
395,40.60562
396,53.3547232
397,31.397648
398,30.1957128
399,26.7074584
400,28.7890464
401,63.5437236
402,29.8039004
403,63.2252664
404,75.5872208
405,24.370712
406,78.700934
407,62.5074924
408,75.0797992
409,77.3677288
410,71.60293
411,70.60909
412,69.661026
413,26.6380124
414,76.7978788
415,26.3486048
416,48.0443264
417,65.247608
418,56.3229364
419,25.0663304
420,36.713868
421,72.5505804
422,28.0051032
423,51.7242636
424,75.8534712
425,105.5064628
426,56.2393404
427,49.6010164
428,66.3280476
429,24.2504228
430,92.099092
431,25.0012068
432,75.9361376
433,46.9309032
434,62.386332
435,25.4408624
436,23.8854264
437,79.1732432
438,37.695294
439,45.295102
440,53.875686
441,73.8541876
442,65.0029724
443,60.73433
444,90.251446
445,32.388776
446,58.9578388
447,73.7226532
448,77.4343896
449,61.992558
450,38.6158132
451,70.9599144
452,44.8036036
453,67.2683032
454,27.5091176
455,58.8466344
456,31.3244832
457,62.5036208
458,71.6138676
459,84.1048128
460,44.9633092
461,65.8498612
462,28.4884092
463,36.7671932
464,73.6864524
465,73.5025976
466,45.5421624
467,26.6348204
468,40.5807712
469,58.1616732
470,36.212276
471,34.882104
472,74.7971272
473,93.3810616
474,77.2502804
475,32.8499568
476,49.3607564
477,70.0958508
478,44.372914
479,87.4489472
480,46.503968
481,57.5980092
482,32.7209068
483,75.4610372
484,27.4474984
485,33.6212384
486,45.7032308
487,29.2383992
488,53.7157752
489,68.7420528
490,22.5304384
491,23.6200516
492,42.7368068
493,39.1998592
494,77.3641852
495,25.540672
496,52.5064052
497,50.5438108
498,71.3778964
499,58.6495484
500,71.8858888
501,98.5698588
502,75.193912
503,91.0041848
504,57.8881964
505,62.485388
506,70.3939904
507,30.459958
508,73.2959028
509,32.5590584
510,27.6256628
511,23.841634
512,73.5698256
513,61.352118
514,27.0669836
515,27.6269848
516,61.3156752
517,69.0478064
518,31.2448148
519,29.9545508
520,32.5695044
521,31.277342
522,43.6755968
523,44.1521512
524,40.9738292
525,28.7204424
526,63.2595908
527,34.5590584
528,69.1031692
529,33.7124604
530,40.4552496
531,39.3960688
532,29.065344
533,63.440666
534,49.3778724
535,73.6078388
536,30.7596956
537,70.335924
538,48.1260296
539,42.031232
540,55.4277124
541,106.9639124
542,33.2915856
543,63.1528896
544,32.5405436
545,28.844854
546,67.0992588
547,39.2981912
548,61.443654
549,63.9782336
550,35.5560732
551,66.3837084
552,34.5830264
553,44.536114
554,107.1224656
555,37.6264812
556,80.687096
557,116.8649704
558,73.6663044
559,33.0687336
560,39.3222248
561,78.8675568
562,40.87223
563,49.76517
564,54.6322048
565,41.1044976
566,36.9512332
567,65.020298
568,52.8312276
569,27.794334
570,66.691662
571,69.7927976
572,40.9971116
573,30.4451888
574,46.9896124
575,57.775474
576,79.4654908
577,22.6191956
578,24.1306928
579,24.8622464
580,36.7647676
581,38.581616
582,41.2347216
583,31.2914612
584,37.2130856
585,32.263624
586,70.1816972
587,63.2836164
588,23.3508452
589,70.537502
590,67.8091168
591,22.526694
592,33.7948848
593,67.54753
594,67.7192848
595,32.1849552
596,40.2791372
597,62.0270456
598,58.2297228
599,46.8972964
600,72.1420192
601,57.8717292
602,57.8595348
603,33.6345204
604,42.8409536
605,28.856044
606,49.6009956
607,24.9597108
608,52.6666352
609,35.8867704
610,30.4137832
611,31.0450688
612,63.6642804
613,62.8977348
614,30.2511392
615,31.183244
616,53.77975
617,71.0654504
618,58.9546056
619,61.77371
620,34.1969692
621,37.944096
622,37.4731208
623,33.553694
624,37.2073024
625,26.093288
626,69.9364392
627,28.934254
628,68.3525984
629,28.3756944
630,36.6287244
631,26.9784104
632,38.2915304
633,32.4375904
634,38.41039
635,30.0855892
636,74.9339256
637,68.916422
638,40.3596168
639,49.5110472
640,87.88889
641,39.083704
642,72.2582536
643,32.5889328
644,86.2544576
645,11.2232216
646,78.0287108
647,22.0395632
648,25.2979828
649,35.3829012
650,66.0005264
651,35.4358368
652,36.86067
653,101.0638496
654,63.7541048
655,23.2479628
656,75.2362136
657,42.67755
658,36.5125032
659,33.279114
660,35.3842908
661,31.98565
662,67.1171828
663,28.0976872
664,63.3023356
665,28.6859764
666,23.6801864
667,74.1490876
668,44.3550756
669,35.0602168
670,38.9767928
671,55.6751832
672,29.735198
673,24.8300116
674,79.7511236
675,101.4652044
676,64.9076152
677,74.6188144
678,17.1986032
679,38.8431068
680,71.1663836
681,47.7093864
682,28.7046852
683,26.3441224
684,31.3365816
685,89.8033132
686,60.3906648
687,58.8739276
688,28.240456
689,77.1588712
690,94.1329664
691,75.3108032
692,57.6293964
693,62.0716924
694,45.4134456
695,29.41654
696,55.867638
697,33.2227272
698,31.7509424
699,81.4751744
700,63.2911252
701,53.2589576
702,44.3035112
703,47.1039484
704,61.658018
705,63.0262644
706,57.0263232
707,23.0028112
708,38.0455964
709,28.4560208
710,34.1421168
711,30.6708216
712,52.4094064
713,28.6289652
714,38.1214352
715,29.2869612
716,28.2231972
717,37.7995016
718,22.5496848
719,67.8669584
720,43.8070756
721,67.8040336
722,56.44452
723,85.7884984
724,26.3346704
725,34.430266
726,33.3782172
727,134.1319564
728,70.4331776
729,25.4605976
730,26.44115
731,33.921246
732,30.0894252
733,33.5852268
734,34.736122
735,26.9133412
736,77.13902
737,69.6009
738,80.4911832
739,153.9079732
740,18.2168716
741,71.0956472
742,40.2421204
743,62.0620316
744,93.0617528
745,31.1365056
746,96.3289132
747,26.4611316
748,48.9463716
